person_id,term_code,classification,major_code,subject,number,campus
10131,201710,JR,RCSC,CSCI,2333,BRW     
10131,201710,JR,RCSC,CSCI,2344,BRW     
10131,201710,JR,RCSC,CSCI,2380,BRW     
10131,201620,JR,RCSC,CSCI,1170,BRW     
10131,201620,JR,RCSC,CSCI,1370,BRW     
10131,201610,SO,RCSC,CSCI,1101,BRW     
10131,201730,SR,RCSC,CSCI,4319,BRW     
10131,201910,SR,RCSC,CSCI,4333,BRW     
10131,201910,SR,RCSC,CSCI,4390,BRW     
10131,201910,SR,RCSC,CSCI,4325,ONL     
10131,201720,SR,RCSC,CSCI,3310,BRW     
10131,201720,SR,RCSC,CSCI,3326,BRW     
10131,201720,SR,RCSC,CSCI,3334,BRW     
10131,201720,SR,RCSC,CSCI,3336,BRW     
10131,201820,SR,RCSC,CSCI,4301,BRW     
10131,201820,SR,RCSC,CSCI,4365,BRW     
10131,201810,SR,RCSC,CSCI,3333,BRW     
10131,201810,SR,RCSC,CSCI,3340,BRW     
10131,201810,SR,RCSC,CSCI,4345,BRW     
10134,201910,PB,RCSC,CSCI,2344,BRW     
10134,201910,PB,RCSC,CSCI,3310,BRW     
10134,201910,PB,RCSC,CSCI,3334,BRW     
10134,201910,PB,RCSC,CSCI,4345,BRW     
10134,201820,PB,RCSC,CSCI,2333,BRW     
10134,201820,PB,RCSC,CSCI,2380,BRW     
10134,201820,PB,RCSC,CSCI,3326,BRW     
10134,202010,PB,RCSC,CSCI,3370,BRW     
10134,202010,PB,RCSC,CSCI,4334,BRW     
10134,202010,PB,RCSC,CSCI,4390,BRW     
10134,201920,PB,RCSC,CSCI,3333,BRW     
10134,201920,PB,RCSC,CSCI,3336,BRW     
10134,201920,PB,RCSC,CSCI,3340,BRW     
10134,201920,PB,RCSC,CSCI,4365,BRW     
10134,201920,PB,RCSC,CSCI,4325,ONL     
10134,201930,PB,RCSC,CSCI,3342,BRW     
10134,201930,PB,RCSC,CSCI,4319,BRW     
10134,201810,PB,RCSC,CSCI,1101,BRW     
10134,201810,PB,RCSC,CSCI,1170,BRW     
10134,201810,PB,RCSC,CSCI,1370,BRW     
10143,201710,JR,RCSC,CSCI,2333,BRW     
10143,201710,JR,RCSC,CSCI,2344,BRW     
10143,201710,JR,RCSC,CSCI,2380,BRW     
10143,201720,JR,RCSC,CSCI,3310,BRW     
10143,201720,JR,RCSC,CSCI,3326,BRW     
10143,201720,JR,RCSC,CSCI,3334,BRW     
10143,201720,JR,RCSC,CSCI,3336,BRW     
10143,201610,SO,RCSC,CSCI,1101,BRW     
10143,201620,SO,RCSC,CSCI,1170,BRW     
10143,201620,SO,RCSC,CSCI,1370,BRW     
10143,201730,SR,RCSC,CSCI,4319,BRW     
10143,201910,SR,RCSC,CSCI,4333,BRW     
10143,201910,SR,RCSC,CSCI,4390,BRW     
10143,201910,SR,RCSC,CSCI,4325,ONL     
10143,201820,SR,RCSC,CSCI,4301,BRW     
10143,201820,SR,RCSC,CSCI,4365,BRW     
10143,201810,SR,RCSC,CSCI,3333,BRW     
10143,201810,SR,RCSC,CSCI,3340,BRW     
10143,201810,SR,RCSC,CSCI,4345,BRW     
10155,201710,SR,RCSC,CMPE,4345,ED      
10155,201710,SR,RCSC,CMPE,4372,ED      
10155,201710,SR,RCSC,CMPE,4372,ED      
10155,201710,SR,RCSC,CMPE,4375,ED      
10155,201610,SR,RCSC,CMPE,3340,ED      
10155,201610,SR,RCSC,CMPE,3403,ED      
10155,201610,SR,RCSC,CMPE,4333,ED      
10155,201610,SR,RCSC,CMPE,4335,ED      
10155,201630,SR,RCSC,CMPE,4341,ED      
10155,201620,SR,RCSC,CSCI,3370,ED      
10155,201620,SR,RCSC,CMPE,3341,ED      
10155,201620,SR,RCSC,CMPE,4334,ED      
10155,201620,SR,RCSC,CMPE,4371,ED      
10155,201620,SR,RCSC,CMPE,4371,ED      
10164,202110,MA,RCSC,CSCI,3333,OLS     
10164,202020,PB,RCSC,CSCI,2333,ED      
10164,202020,PB,RCSC,CSCI,2344,ED      
10164,202020,PB,RCSC,CSCI,2380,ED      
10164,202020,PB,RCSC,CSCI,3310,ED      
10164,202010,PB,RCSC,CSCI,1101,ED      
10164,202010,PB,RCSC,CSCI,1170,ED      
10164,202010,PB,RCSC,CSCI,1370,ED      
10164,202040,PB,RCSC,CSCI,3340,ONL     
10164,202030,PB,RCSC,CSCI,4341,ONL     
10248,201610,JR,RCSC,CSCI,3340,ED      
10248,201610,JR,RCSC,CSCI,4333,ED      
10248,201610,JR,RCSC,CSCI,4345,ED      
10248,201710,SR,RCSC,CSCI,3342,ED      
10248,201710,SR,RCSC,CSCI,4325,ED      
10248,201720,SR,RCSC,CSCI,4390,ED      
10248,201620,SR,RCSC,CSCI,3336,ED      
10248,201620,SR,RCSC,CSCI,4334,ED      
10248,201620,SR,RCSC,CSCI,4350,ED      
10248,201620,SR,RCSC,CSCI,4352,ED      
10254,201610,FR,RCSC,CSCI,1380,BRW     
10254,201720,JR,RCSC,CSCI,1101,BRW     
10254,201810,JR,RCSC,CSCI,3310,BRW     
10254,201910,SR,RCSC,CSCI,2333,ED      
10254,201910,SR,RCSC,CSCI,3340,ED      
10254,201820,SR,RCSC,CSCI,2380,ED      
10254,201820,SR,RCSC,CSCI,3333,BRW     
10254,201920,SR,RCSC,CSCI,1170,BRW     
10254,201920,SR,RCSC,CSCI,1370,BRW     
10254,201920,SR,RCSC,CSCI,3341,ED      
10254,201930,SR,RCSC,CSCI,3336,ED      
10260,201820,JR,RCSC,CSCI,2333,ED      
10260,201820,JR,RCSC,CSCI,2344,ED      
10260,201820,JR,RCSC,CSCI,2380,ED      
10260,201820,JR,RCSC,CSCI,3310,ED      
10260,201820,JR,RCSC,CSCI,3326,ED      
10260,201810,JR,RCSC,CSCI,1170,ED      
10260,201810,JR,RCSC,CSCI,1370,ED      
10260,201710,SO,RCSC,CSCI,1101,ED      
10260,201910,SR,RCSC,CSCI,3333,ED      
10260,201910,SR,RCSC,CSCI,3334,ED      
10260,201910,SR,RCSC,CSCI,3340,ED      
10260,201830,SR,RCSC,CSCI,4335,ED      
10260,202010,SR,RCSC,CSCI,3342,ED      
10260,202010,SR,RCSC,CSCI,4345,ED      
10260,202010,SR,RCSC,CSCI,4352,ED      
10260,202010,SR,RCSC,CSCI,4390,ED      
10260,201920,SR,RCSC,CSCI,3336,ED      
10260,201920,SR,RCSC,CSCI,3341,ED      
10260,201920,SR,RCSC,CSCI,4325,ED      
10260,201920,SR,RCSC,CSCI,4334,ED      
10266,201920,JR,RCSC,CSCI,3310,ED      
10266,201920,JR,RCSC,CSCI,3326,ED      
10266,201920,JR,RCSC,CSCI,3333,ED      
10266,201920,JR,RCSC,CSCI,3336,ED      
10266,202020,SR,RCSC,CSCI,3334,ED      
10266,202020,SR,RCSC,CSCI,3370,ED      
10266,202020,SR,RCSC,CSCI,4325,ED      
10266,202010,SR,RCSC,CSCI,3333,ED      
10266,202010,SR,RCSC,CSCI,3340,ED      
10266,202110,SR,RCSC,CSCI,3328,OLS     
10266,202110,SR,RCSC,CSCI,3342,OLS     
10266,202110,SR,RCSC,CSCI,4333,OLS     
10266,202110,SR,RCSC,CSCI,4334,OLS     
10266,201930,SR,RCSC,CSCI,3310,ED      
10266,202120,SR,RCSC,CSCI,4345,OLS     
10266,202120,SR,RCSC,CSCI,4390,OLA     
10275,201810,FR,RCSC,CSCI,1101,ED      
10275,201810,FR,RCSC,CSCI,1201,ED      
10275,201910,SO,RCSC,CSCI,2333,ED      
10275,201910,SO,RCSC,CSCI,2344,ED      
10275,201820,SO,RCSC,CSCI,1170,ED      
10275,201820,SO,RCSC,CSCI,1370,ED      
10275,201920,SO,RCSC,CSCI,2380,ED      
10275,201920,SO,RCSC,CSCI,3310,ED      
10278,201710,JR,RCSC,CSCI,1380,ED      
10278,201820,JR,RCSC,CSCI,1101,ED      
10278,201920,JR,RCSC,CSCI,2333,ED      
10278,201620,SO,RCSC,CSCI,1380,ED      
10281,201620,FR,RCSC,CSCI,1380,ED      
10284,201910,JR,RCSC,CSCI,1380,BRW     
10287,202010,JR,RCSC,CSCI,1380,ED      
10290,201710,SR,RCSC,CMPE,3342,ED      
10290,201710,SR,RCSC,CMPE,3403,ED      
10290,201710,SR,RCSC,CMPE,4334,ED      
10290,201710,SR,RCSC,CMPE,4372,ED      
10290,201710,SR,RCSC,CMPE,4372,ED      
10290,201610,SR,RCSC,CMPE,2333,ED      
10290,201610,SR,RCSC,CMPE,3340,ED      
10290,201610,SR,RCSC,CMPE,4333,ED      
10290,201610,SR,RCSC,CMPE,4335,ED      
10290,201610,SR,RCSC,CMPE,4345,ED      
10290,201720,SR,RCSC,CSCI,3370,ED      
10290,201720,SR,RCSC,CSCI,4360,ED      
10290,201720,SR,RCSC,CMPE,3343,ED      
10290,201720,SR,RCSC,CMPE,4303,ED      
10290,201720,SR,RCSC,CMPE,4375,ED      
10290,201620,SR,RCSC,CMPE,2120,ED      
10290,201620,SR,RCSC,CMPE,2320,ED      
10290,201620,SR,RCSC,CMPE,3334,ED      
10290,201620,SR,RCSC,CMPE,3341,ED      
10290,201620,SR,RCSC,CMPE,4371,ED      
10290,201620,SR,RCSC,CMPE,4371,ED      
10296,202320,SO,RCSC,CSCI,2380,ED      
10299,202110,JR,RCRI,CSCI,1380,OLS     
10302,201910,JR,RCSC,CSCI,3334,ED      
10302,201820,JR,RCSC,CSCI,3333,ED      
10302,201820,JR,RCSC,CSCI,3340,ED      
10302,201810,JR,RCSC,CSCI,2344,ED      
10302,201810,JR,RCSC,CSCI,3310,ED      
10302,202020,SR,RCSC,CSCI,3342,ED      
10302,202020,SR,RCSC,CSCI,4325,ED      
10302,202020,SR,RCSC,CSCI,4390,ED      
10302,202020,SR,RCSC,CSCI,4301,ONL     
10302,202020,SR,RCSC,CSCI,4341,ONL     
10302,202010,SR,RCSC,CSCI,3333,ED      
10302,202010,SR,RCSC,CSCI,4335,ED      
10302,201920,SR,RCSC,CSCI,3326,ED      
10302,201930,SR,RCSC,CSCI,3336,ED      
10302,201930,SR,RCSC,CSCI,4345,ED      
10302,202030,SR,RCSC,CSCI,4319,ONL     
10305,202020,SO,RPHY,CSCI,1380,BRW     
10308,202310,JR,RMEC,CSCI,1380,ED      
10311,201620,FR,RCSC,CSCI,1170,ED      
10311,201620,FR,RCSC,CSCI,1370,ED      
10314,201610,SO,RCSC,CSCI,1170,BRW     
10314,201610,SO,RCSC,CSCI,1370,BRW     
10317,201820,SR,RCSC,CSCI,1380,ED      
10320,201910,JR,RCSC,CSCI,1380,ED      
10323,201740,FR,RCSC,CSCI,1380,ED      
10326,201940,SO,RCSC,CMPE,2330,ED      
10326,201920,SO,RCSC,CMPE,1101,ED      
10329,202410,SR,CSCI,CSCI,3333,BRW     
10329,202410,SR,CSCI,CSCI,3334,ED      
10329,202410,SR,CSCI,CSCI,3340,BRW     
10329,202310,SR,RCSC,CSCI,2333,BRW     
10329,202310,SR,RCSC,CSCI,2344,BRW     
10329,202310,SR,RCSC,CSCI,2380,BRW     
10329,202310,SR,RCSC,CSCI,3329,BRW     
10329,202320,SR,RCSC,CSCI,3310,ED      
10329,202320,SR,RCSC,CSCI,4335,ED      
10329,202320,SR,RCSC,CSCI,4345,ED      
10329,202220,SR,RCSC,CSCI,1101,ED      
10329,202220,SR,RCSC,CSCI,1170,ED      
10329,202220,SR,RCSC,CSCI,1370,ED      
10329,202330,SR,RCSC,CSCI,3336,ONL     
10329,202340,SR,RCSC,CSCI,3370,BRW     
10329,202420,SR,RCSC,CSCI,3342,ED      
10329,202420,SR,RCSC,CSCI,4325,ED      
10329,202420,SR,RCSC,CSCI,4390,ED      
10332,201710,FR,RCSC,CSCI,1101,ED      
10332,201720,FR,RCSC,CSCI,1170,ED      
10332,201720,FR,RCSC,CSCI,1370,ED      
10332,201910,JR,RCSC,CSCI,2344,ED      
10332,201910,JR,RCSC,CSCI,3333,ED      
10332,201920,JR,RCSC,CSCI,3336,ED      
10332,201920,JR,RCSC,CSCI,3340,ED      
10332,201920,JR,RCSC,CSCI,4335,ED      
10332,201820,SO,RCSC,CSCI,2333,ED      
10332,201820,SO,RCSC,CSCI,3310,ED      
10332,201820,SO,RCSC,CSCI,3326,ED      
10332,201810,SO,RCSC,CSCI,2380,ED      
10332,202020,SR,RCSC,CSCI,3341,ED      
10332,202020,SR,RCSC,CSCI,4345,ED      
10332,202020,SR,RCSC,CSCI,4301,ONL     
10332,202010,SR,RCSC,CSCI,3334,ED      
10332,202010,SR,RCSC,CSCI,3342,ED      
10332,202010,SR,RCSC,CSCI,4352,ED      
10332,202110,SR,RCSC,CSCI,4325,OLS     
10332,202110,SR,RCSC,CSCI,4390,OLA     
10335,202020,FR,RCSC,CSCI,1101,ED      
10338,202310,SO,RCYB,CSCI,1380,ED      
10341,201610,JR,RCSC,CSCI,1380,ED      
10344,202010,JR,RCSC,CSCI,1380,ED      
10347,201710,SO,RCSC,CMPE,1101,ED      
10350,202020,JR,RBIO,CSCI,1380,ED      
10350,202120,JR,RBIO,CSCI,1380,OLS     
10353,202410,JR,RCYB,CYBI,2322,ONL     
10353,202410,JR,RCYB,CYBI,2324,ONL     
10353,202220,SO,RCYB,CSCI,1101,ED      
10353,202220,SO,RCYB,CSCI,1170,ED      
10353,202220,SO,RCYB,CSCI,1370,ED      
10353,202210,SO,RCYB,CSCI,1101,ED      
10353,202210,SO,RCYB,CSCI,1170,ED      
10353,202210,SO,RCYB,CSCI,1370,ED      
10353,202230,SO,RCYB,CSCI,2344,ED      
10356,201910,SO,RCSC,CSCI,1101,ED      
10356,201910,SO,RCSC,CSCI,1170,ED      
10356,201910,SO,RCSC,CSCI,1370,ED      
10359,202320,JR,RCIV,CSCI,1380,BRW     
10362,202420,JR,RMEC,CSCI,1380,ED      
10362,201910,SO,RCSC,CSCI,1101,ED      
10362,201910,SO,RCSC,CSCI,1170,ED      
10362,201910,SO,RCSC,CSCI,1370,ED      
10365,202010,FR,RCSC,CMPE,1170,ED      
10365,202010,FR,RCSC,CMPE,1370,ED      
10365,202130,JR,RCMP,CSCI,1380,OLS     
10365,202110,SO,RCMP,CSCI,2380,OLS     
10365,202310,SR,RCMP,CSCI,3340,ED      
10365,202410,SR,RCMP,CSCI,3340,ED      
10365,202410,SR,RCMP,CSCI,4334,ED      
10365,202420,SR,RCMP,CSCI,3333,ED      
10365,202420,SR,RCMP,CSCI,3334,ED      
10368,202310,FR,RELE,CSCI,1380,ED      
10371,202020,SR,RCHE,CSCI,1380,ED      
10374,201710,FR,RCSC,CSCI,1101,ED      
10374,201720,FR,RCSC,CSCI,1170,ED      
10374,201720,FR,RCSC,CSCI,1370,ED      
10374,201810,FR,RCSC,CSCI,2380,ED      
10377,201910,JR,RCSC,CSCI,2380,ED      
10377,201910,JR,RCSC,CSCI,3326,ED      
10377,201920,JR,RCSC,CSCI,2344,ED      
10377,201920,JR,RCSC,CSCI,4345,ED      
10377,201820,SO,RCSC,CSCI,1170,ED      
10377,201820,SO,RCSC,CSCI,1370,ED      
10377,201810,SO,RCSC,CSCI,1101,ED      
10377,202020,SR,RCSC,CSCI,3310,ED      
10377,202020,SR,RCSC,CSCI,3341,ED      
10377,202020,SR,RCSC,CSCI,3370,ED      
10377,202020,SR,RCSC,CSCI,4390,ED      
10377,202010,SR,RCSC,CSCI,3310,ED      
10377,202010,SR,RCSC,CSCI,3340,ED      
10377,202010,SR,RCSC,CSCI,4341,ED      
10377,202110,SR,RCSC,CSCI,2333,OLA     
10377,202110,SR,RCSC,CSCI,3333,OLS     
10377,202120,SR,RCSC,CSCI,3336,OLS     
10377,202120,SR,RCSC,CSCI,4325,OLS     
10377,202120,SR,RCSC,CSCI,4335,OLS     
10380,201710,SO,RCSC,CSCI,1101,ED      
10383,201620,SO,RCSC,CSCI,1170,ED      
10383,201620,SO,RCSC,CSCI,1370,ED      
10386,201610,FR,RCSC,CMPE,2380,ED      
10386,201820,JR,RCSC,CMPE,2120,ED      
10386,201820,JR,RCSC,CMPE,2320,ED      
10386,201820,JR,RCSC,CMPE,3333,ED      
10386,201820,JR,RCSC,CMPE,3334,ED      
10386,201820,JR,RCSC,CMPE,3340,ED      
10386,201820,JR,RCSC,CMPE,4335,BRW     
10386,201810,JR,RCSC,CMPE,2120,ED      
10386,201810,JR,RCSC,CMPE,2320,ED      
10386,201810,JR,RCSC,CMPE,3334,ED      
10386,201810,JR,RCSC,CMPE,3340,BRW     
10386,201810,JR,RCSC,CMPE,4333,ED      
10386,201810,JR,RCSC,CMPE,4335,ED      
10386,201810,JR,RCSC,CMPE,4345,BRW     
10386,201710,SO,RCSC,CMPE,3333,ED      
10386,201710,SO,RCSC,CMPE,2333,ED      
10386,201710,SO,RCSC,CMPE,4303,ED      
10386,201720,SO,RCSC,CMPE,3333,ED      
10386,201720,SO,RCSC,CMPE,2333,ED      
10386,201720,SO,RCSC,CMPE,3326,ED      
10386,201720,SO,RCSC,CMPE,4303,ED      
10386,201620,SO,RCSC,CMPE,3333,ED      
10386,201620,SO,RCSC,CMPE,2130,ED      
10386,201620,SO,RCSC,CMPE,2330,ED      
10389,202120,SR,RBIO,CSCI,1380,OLS     
10392,202110,JR,RELE,CSCI,1380,OLS     
10395,202320,FR,RMEC,CSCI,1380,ED      
10398,202310,JR,RCSC,CSCI,1101,BRW     
10398,202310,JR,RCSC,CSCI,1170,BRW     
10398,202310,JR,RCSC,CSCI,1370,BRW     
10398,202410,SR,CSCI,CSCI,2344,BRW     
10398,202320,SR,RCSC,CSCI,2333,BRW     
10398,202320,SR,RCSC,CSCI,2380,BRW     
10398,202420,SR,RCSC,CSCI,3310,BRW     
10398,202420,SR,RCSC,CSCI,3328,BRW     
10398,202420,SR,RCSC,CSCI,4345,BRW     
10401,202320,JR,RMEC,CSCI,1380,ED      
10401,202220,JR,RMEC,CSCI,1380,ED      
10404,202310,FR,RCSC,CSCI,1101,ED      
10404,202310,FR,RCSC,CSCI,1170,ED      
10404,202310,FR,RCSC,CSCI,1370,ED      
10404,202410,SO,CSCI,CSCI,2333,ED      
10404,202410,SO,CSCI,CSCI,2344,ED      
10404,202410,SO,CSCI,CSCI,3333,ED      
10404,202320,SO,RCSC,CSCI,2380,ED      
10404,202320,SO,RCSC,CSCI,3310,ED      
10404,202320,SO,RCSC,CSCI,3326,ED      
10404,202420,SO,RCSC,CSCI,3333,ED      
10404,202420,SO,RCSC,CSCI,3336,ED      
10404,202420,SO,RCSC,CSCI,3340,ED      
10404,202420,SO,RCSC,CSCI,4345,ED      
10407,202210,SO,RCSC,CSCI,2344,ED      
10407,202210,SO,RCSC,CSCI,2380,ED      
10410,202210,JR,RMEC,CSCI,1380,ED      
10413,202310,JR,RCSC,CSCI,3329,ED      
10413,202320,JR,RCSC,CSCI,3310,ED      
10413,202320,JR,RCSC,CSCI,3336,ED      
10413,202320,JR,RCSC,CSCI,3342,ED      
10413,202320,JR,RCSC,CSCI,3370,ED      
10413,202410,SR,CSCI,CSCI,3333,ED      
10413,202410,SR,CSCI,CSCI,3334,ED      
10413,202410,SR,CSCI,CSCI,3340,ED      
10413,202420,SR,RCSC,CSCI,4325,ED      
10413,202420,SR,RCSC,CSCI,4333,ED      
10413,202420,SR,RCSC,CSCI,4345,ED      
10413,202420,SR,RCSC,CSCI,4390,ED      
10416,202210,JR,RCSC,CSCI,3326,ED      
10416,202120,JR,RCSC,CSCI,2344,OLS     
10416,202410,SR,CSCI,CSCI,3334,ED      
10416,202410,SR,CSCI,CSCI,4325,ED      
10416,202410,SR,CSCI,CSCI,4333,ED      
10416,202410,SR,CSCI,CSCI,4390,ED      
10416,202310,SR,RCSC,CSCI,3340,ED      
10416,202310,SR,RCSC,CSCI,3342,ED      
10416,202320,SR,RCSC,CSCI,3310,ED      
10416,202320,SR,RCSC,CSCI,3333,ED      
10416,202320,SR,RCSC,CSCI,3336,ED      
10416,202320,SR,RCSC,CSCI,4390,ED      
10416,202330,SR,RCSC,CSCI,4301,ONL     
10416,202330,SR,RCSC,CSCI,4345,ONL     
10416,202340,SR,RCSC,CSCI,3341,ONL     
10419,202110,FR,RCSC,CSCI,1101,OLS     
10419,202120,FR,RCSC,CSCI,1170,OLS     
10419,202120,FR,RCSC,CSCI,1370,OLS     
10419,202320,JR,RCYB,CSCI,1380,ED      
10419,202410,JR,RCYB,CYBI,2322,ONL     
10419,202410,JR,RCYB,CYBI,3343,ONL     
10419,202410,JR,RCYB,CYBI,3346,ONL     
10419,202420,JR,RCYB,CYBI,2322,ONL     
10419,202420,JR,RCYB,CYBI,2324,ONL     
10419,202420,JR,RCYB,CYBI,2326,ONL     
10419,202220,SO,RCSC,CSCI,2333,ED      
10419,202220,SO,RCSC,CSCI,3328,ED      
10419,202210,SO,RCSC,CSCI,2344,ED      
10419,202210,SO,RCSC,CSCI,2380,ED      
10419,202310,SO,RCYB,CSCI,2380,ED      
10422,202020,FR,RELE,CSCI,1380,ED      
10422,202110,SO,RELE,CSCI,1380,OLS     
10425,202310,JR,RCSC,CSCI,2344,ED      
10425,202310,JR,RCSC,CSCI,3310,ED      
10425,202310,JR,RCSC,CSCI,3329,ED      
10425,202320,JR,RCSC,CSCI,2333,ED      
10425,202320,JR,RCSC,CSCI,3333,ED      
10425,202320,JR,RCSC,CSCI,3340,ED      
10425,202320,JR,RCSC,CSCI,3342,ED      
10425,202240,JR,RCSC,CSCI,1380,ED      
10425,202330,JR,RCSC,CSCI,3336,ONL     
10425,202220,SO,RCSC,CSCI,2333,ED      
10425,202220,SO,RCSC,CSCI,2344,ED      
10425,202220,SO,RCSC,CSCI,2380,ED      
10425,202210,SO,RCSC,CSCI,2380,ED      
10425,202120,SO,RCSC,CSCI,1101,OLS     
10425,202120,SO,RCSC,CSCI,1170,OLS     
10425,202120,SO,RCSC,CSCI,1370,OLS     
10425,202410,SR,CSCI,CSCI,3333,ED      
10425,202410,SR,CSCI,CSCI,3340,ED      
10425,202410,SR,CSCI,CSCI,4335,ED      
10425,202340,SR,RCSC,CSCI,3370,BRW     
10425,202420,SR,RCSC,CSCI,3342,ED      
10425,202420,SR,RCSC,CSCI,4325,ED      
10425,202420,SR,RCSC,CSCI,4345,ED      
10428,202110,SO,RCSC,CSCI,1380,OLS     
10431,202010,SO,RCSC,CSCI,1380,ED      
10434,201910,FR,RCSC,CSCI,1380,ED      
10434,202130,JR,RELE,CSCI,1380,OLS     
10434,202040,SO,RELE,CSCI,1380,ONL     
10437,201910,SO,RCSC,CSCI,1101,BRW     
10437,201910,SO,RCSC,CSCI,1170,BRW     
10437,201910,SO,RCSC,CSCI,1370,BRW     
10437,201920,SO,RCSC,CSCI,1380,ED      
10440,202320,JR,RMAT,CSCI,1380,ED      
10443,201820,FR,RCSC,CSCI,1380,ED      
10446,201620,FR,RCSC,CSCI,1201,ED      
10449,202310,JR,RCYB,CSCI,1380,BRW     
10452,201710,FR,RCSC,CMPE,1101,ED      
10452,201830,JR,RCSC,CMPE,2320,ED      
10452,201720,SO,RCSC,CMPE,1170,ED      
10452,201720,SO,RCSC,CMPE,1370,ED      
10452,201820,SO,RCSC,CMPE,2120,ED      
10452,201820,SO,RCSC,CMPE,2130,ED      
10452,201820,SO,RCSC,CMPE,2320,ED      
10452,201820,SO,RCSC,CMPE,2330,ED      
10452,201810,SO,RCSC,CMPE,1170,ED      
10452,201810,SO,RCSC,CMPE,1370,ED      
10455,201810,FR,RCSC,CSCI,1380,ED      
10458,201820,JR,RCSC,CSCI,1380,ED      
10461,202010,JR,RCSC,CSCI,1101,ED      
10461,202010,JR,RCSC,CSCI,1170,ED      
10461,202010,JR,RCSC,CSCI,1370,ED      
10461,202020,SR,RELE,CSCI,2380,ED      
10464,201710,JR,RCSC,CSCI,1380,ED      
10467,201910,FR,RCSC,CMPE,1101,ED      
10470,202310,SO,RMEC,CSCI,1380,ED      
10473,201720,SO,RCSC,CSCI,2333,BRW     
10473,201720,SO,RCSC,CSCI,2380,BRW     
10473,201720,SO,RCSC,CSCI,3310,BRW     
10476,201710,SR,RCSC,CMPE,3226,ED      
10476,201710,SR,RCSC,CMPE,3331,ED      
10476,201710,SR,RCSC,CMPE,3331,ED      
10476,201710,SR,RCSC,CMPE,3334,ED      
10476,201710,SR,RCSC,CMPE,4373,ED      
10476,201710,SR,RCSC,CMPE,4390,ED      
10476,201610,SR,RCSC,CMPE,1170,BRW     
10476,201610,SR,RCSC,CMPE,2120,BRW     
10476,201610,SR,RCSC,CMPE,2130,BRW     
10476,201610,SR,RCSC,CMPE,2320,BRW     
10476,201610,SR,RCSC,CMPE,3333,BRW     
10476,201610,SR,RCSC,CMPE,3340,BRW     
10476,201610,SR,RCSC,CSCI,3342,BRW     
10476,201720,SR,RCSC,CMPE,4334,BRW     
10476,201720,SR,RCSC,CMPE,4335,BRW     
10476,201720,SR,RCSC,CMPE,4374,ED      
10476,201720,SR,RCSC,CMPE,4375,ED      
10476,201620,SR,RCSC,CMPE,3322,ED      
10476,201620,SR,RCSC,CMPE,3403,BRW     
10476,201620,SR,RCSC,CMPE,3437,BRW     
10476,201620,SR,RCSC,CMPE,3437,ED      
10476,201620,SR,RCSC,CMPE,4303,ED      
10479,202210,JR,RCSC,CSCI,3310,ED      
10479,202120,JR,RCSC,CSCI,1101,OLS     
10479,202120,JR,RCSC,CSCI,2344,OLS     
10479,202410,SR,CSCI,CSCI,3334,ED      
10479,202410,SR,CSCI,CSCI,3336,ED      
10479,202310,SR,RCSC,CSCI,4334,ED      
10479,202320,SR,RCSC,CSCI,3333,ED      
10479,202220,SR,RCSC,CSCI,3329,ED      
10479,202220,SR,RCSC,CSCI,3333,ED      
10479,202220,SR,RCSC,CSCI,3340,ED      
10479,202220,SR,RCSC,CSCI,4345,ED      
10479,202420,SR,RCSC,CSCI,3342,ED      
10479,202420,SR,RCSC,CSCI,4301,ED      
10479,202420,SR,RCSC,CSCI,4345,ED      
10485,202410,JR,CSCI,CSCI,1101,ED      
10485,202410,JR,CSCI,CSCI,2380,ED      
10485,201940,JR,RCSC,CSCI,1380,ED      
10485,202020,JR,RCSC,CSCI,1170,ED      
10485,202020,JR,RCSC,CSCI,1370,ED      
10485,202110,JR,RCSC,CSCI,1101,OLS     
10485,202110,JR,RCSC,CSCI,2333,OLA     
10485,202110,JR,RCSC,CSCI,2380,OLS     
10485,202120,JR,RCSC,CSCI,2380,OLS     
10485,202420,JR,RCSC,CSCI,2344,ED      
10485,202420,JR,RCSC,CSCI,3329,ED      
10485,201910,SO,RCSC,CMPE,1101,ED      
10485,201910,SO,RCSC,CMPE,1170,ED      
10485,201910,SO,RCSC,CMPE,1370,ED      
10488,201710,FR,RCSC,CSCI,1101,ED      
10491,201820,SO,RCSC,CSCI,1380,ED      
10494,201610,SR,RCSC,CSCI,1380,ED      
10497,202110,FR,RUND,CSCI,1101,OLS     
10497,202410,JR,CSCI,CSCI,2333,ED      
10497,202410,JR,CSCI,CSCI,3333,ED      
10497,202410,JR,CSCI,CSCI,3340,ED      
10497,202310,JR,RCSC,CSCI,2380,ED      
10497,202310,JR,RCSC,CSCI,3310,ED      
10497,202310,JR,RCSC,CSCI,3326,ED      
10497,202320,JR,RCSC,CSCI,2333,ED      
10497,202320,JR,RCSC,CSCI,3333,ED      
10497,202320,JR,RCSC,CSCI,3340,ED      
10497,202220,JR,RCSC,CSCI,2333,ED      
10497,202220,JR,RCSC,CSCI,2380,ED      
10497,202220,JR,RCSC,CSCI,3310,ED      
10497,202220,JR,RCSC,CSCI,3329,ED      
10497,202420,JR,RCSC,CSCI,3334,ED      
10497,202420,JR,RCSC,CSCI,4333,ED      
10497,202420,JR,RCSC,CSCI,4334,ED      
10497,202210,SO,RCSC,CSCI,2333,ED      
10497,202210,SO,RCSC,CSCI,2344,ED      
